Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Aaj Ka Mahaatma,1976,170,"Action, Romance",3.5,23.0,Kundan Kumar,Randhir Kapoor,Rekha,Ranjeet
Aaj Ka Nanha Farishta,2000,128,"Action, Crime, Thriller",5.8,8.0,Pratap Barot,Ishrat Ali,Vikas Anand,Raj Babbar
Aaj Ka Romeo,1995,128,Action,5.839567609057182,5.839567609057182,Pavithran,Prabhu Deva,Sarath Kumar,Kushboo
Aaj Ka Samson,1991,123,"Action, Romance",3.1,14.0,Kukoo Kapoor,Hemant Birje,Sahila Chaddha,Goga Kapoor
Aaj Ka Ye Ghar,1976,128,Drama,4.5,10.0,Surendra Shailaj,Jaymala Adarsh,Shreeram Lagoo,Romesh Sharma
Aaj Ke Angaarey,1988,128,"Action, Drama",5.0,26.0,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
Aaj Ke Sholey,1985,128,Adventure,5.3,37.0,S.V. Rajendra Singh Babu,Jayanthi,Manjula,Amrish Puri
Aaj Ki Dhara,1979,128,Drama,5.839567609057182,5.839567609057182,Mukul Dutt,Danny Denzongpa,Padma Khanna,Pradeep Kumar
Aaj Ki Duniya,1940,128,Drama,5.839567609057182,5.839567609057182,G.P. Pawar,Jeevan,Trilok Kapoor,Nazir
Aaj Ki Raat,1992,128,Thriller,5.839567609057182,5.839567609057182,Madhuri,Pratap,Raghu,Ravi
Aaj Ki Taaza Khabar,1973,128,Comedy,7.3,88.0,Rajendra Bhatia,Radha Saluja,Kiran Kumar,I.S. Johar
Aaja Mere Raja,2000,128,Drama,5.839567609057182,5.839567609057182,Pradeep Chandra,Beena Banerjee,Amita Nangia,Moon Moon Sen
Aaja Meri Jaan,1993,162,Romance,4.4,30.0,Ketan Anand,Krishan Kumar,Tanya Singh,Shammi Kapoor
Aaja Nachle,2007,137,"Drama, Family, Music",6.2,2998.0,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav
Aaja Re O Sajana,1994,128,"Drama, Romance",5.839567609057182,5.839567609057182,Tammu Hasan,Neelima Azim,Bob Christo,Puneet Issar
Aaja Sanam,1968,121,"Drama, Romance",6.7,14.0,Yusuf Naqvi,Feroz Khan,Tanuja,Deven Verma
Aakanksha,1993,120,Drama,5.839567609057182,5.839567609057182,Dinkar Chowdhary,Om Puri,Pankaj Kapur,Sadashiv Amrapurkar
Aakhet,1987,128,Drama,5.839567609057182,5.839567609057182,Ravi Buley,Tanima Bhattacharya,Narottam Bain,Rajnikant Singh
Aakhri Adaalat,1988,148,"Action, Thriller",5.2,78.0,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
Aakhri Badla,1989,120,"Action, Crime, Drama",5.0,21.0,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
Aakhri Cheekh,1991,128,Horror,4.8,47.0,Kiran Ramsay,Vijayendra Ghatge,Javed Khan,Sripradha
Aakhri Dao,1958,128,Comedy,6.4,16.0,Mahesh Kaul,Nutan,Shekhar,Jeevan
Aakhri Dastak,2004,128,Drama,5.839567609057182,5.839567609057182,Kishore Dang,Aasif Sheikh,Preeti Bhutani,Raza Murad
Aakhri Goli,1977,128,Action,4.8,18.0,Shibu Mitra,Sunil Dutt,Leena Chandavarkar,Farida Jalal
Aakhri Kasam,1979,126,"Action, Thriller",6.3,7.0,Dinesh-Ramanesh,Ramesh Puri,Vinod Mehra,Yogeeta Bali
Aakhri Mohabbat,1994,128,Romance,5.839567609057182,5.839567609057182,Abhilasha,Girish,Ravi Menon,Raghu
Aakhri Mujra,1981,121,"Drama, Musical",5.839567609057182,5.839567609057182,Hiren Nag,Asha Parekh,Vikram Makandar,Zarina Wahab
Aakhri Nishchay,1988,128,Drama,5.839567609057182,5.839567609057182,K.C. Agarwal,Ratan Aulakh,Anil Chadha,Sudhir Dalvi
Aakhri Sajda,1977,110,Drama,5.839567609057182,5.839567609057182,Helen,Jagdeep,Murad,Maya Sinha
Aakhri Sauda: The Last Deal,2016,128,Thriller,5.839567609057182,5.839567609057182,Sandeep Kumar,Tanvi Arora,Sonia Bajwa,Aaryan Chopra
Aakraman,1975,139,"Drama, History, Romance",6.3,44.0,J. Om Prakash,Ashok Kumar,Sanjeev Kumar,Rakesh Roshan
Aakrant,1988,128,Drama,5.839567609057182,5.839567609057182,Vinod Kumar,Sadashiv Amrapurkar,C.S. Dubey,Kislaya
Aalaap,2012,116,Sci-Fi,5.4,26.0,Manish Manikpuri,Omkar Das Manikpuri,Pitobash,Amit Purohit
Aalavandhan,2001,177,"Action, Thriller",7.2,2192.0,Suresh Krishna,Kamal Haasan,Raveena Tandon,Manisha Koirala
Aalwar,2007,152,Action,3.0,922.0,Chella,Ajith Kumar,Asin Thottumkal,Vivek
Aamaar Bhuvan,2018,107,"Drama, Family",7.7,72.0,Mrinal Sen,Saswata Chatterjee,Nandita Das,Koushik Sen
Aamdani Atthanni Kharcha Rupaiya,2001,150,"Comedy, Drama, Family",4.8,1238.0,K. Raghavendra Rao,A.S. Ravindra Babu,Govinda,Juhi Chawla
Aamir,2008,99,"Action, Crime, Drama",7.7,10862.0,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala
Aamna Saamna,2013,62,Animation,5.839567609057182,5.839567609057182,Rajiv Chilaka,Jigna Bhardwaj,Rajesh Kava,Sabina Malik
Aamras: The Sweet Taste of Friendship,2009,128,Drama,5.8,60.0,Rupali Guha,Vega Tamotia,Ntasha Bhardwaj,Maanvi Gagroo
Aan Aur Shaan,1984,130,Drama,6.4,37.0,Ravi Tandon,Rishi Kapoor,Moushumi Chatterjee,Shammi Kapoor
Aanchal Ke Phool,1968,128,Drama,5.7,6.0,Karunesh Thakur,Sajjan,Kamini Kaushal,Dev Dutt
Aandha Intaquam,1993,128,Action,5.839567609057182,5.839567609057182,Swaroop Kumar,Shanti Priya,Ronit Roy,Tapasya
Aandhi,1975,133,"Drama, Romance",8.1,1406.0,Gulzar,Suchitra Sen,Sanjeev Kumar,Om Shivpuri
Aandhi Aur Toofan,1964,128,"Action, Adventure, Romance",6.0,8.0,Mohammed Hussain,Dara Singh,Mumtaz,Kamran
Aangan Ki Kali,1979,128,"Drama, Family",5.6,5.0,Harsh Kohli,Rakesh Roshan,Lakshmi,Prema Narayan
Aani Maani,2019,94,Drama,6.6,15.0,Fahim Irshad,Farrukh Seyer,Priyanka Verma,Neha Singh
Aankhin Dekhi,1978,128,Drama,5.839567609057182,5.839567609057182,Rajinder Singh Bedi,Suresh Bhagwat,Bhanumati,Bipin Gupta
Aankhon Aankhon Mein,1972,154,"Drama, Romance",6.4,28.0,Raghunath Jhalani,Rakhee Gulzar,Rakesh Roshan,Achala Sachdev
Aankhon Mein Sapne Liye,2005,128,Romance,5.839567609057182,5.839567609057182,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs
Aansoo Aur Muskan,1970,150,"Comedy, Drama, Family",6.5,24.0,P. Madhavan,Hema Malini,Parikshit Sahni,Jagdeep
Aantiya,1993,128,Drama,5.839567609057182,5.839567609057182,Hiren Goswani,Dixita,Anant Galvi,Raj Goswami
Aao Khelein Gilli Danda,2021,128,Drama,5.839567609057182,5.839567609057182,Faheem Chaudhry,Sonal Jha,Omkar Das Manikpuri,Rajesh Jais
Aao Wish Karein,2009,140,"Comedy, Family, Fantasy",5.1,584.0,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
Aap Ka Pyar,1988,128,Romance,5.839567609057182,5.839567609057182,Baby Bulbul,Devesh,Jiteshwari,Ritu Khanna
Aap Ke Saath,1986,128,Drama,5.7,49.0,J. Om Prakash,Smita Patil,Anil Kapoor,Rati Agnihotri
Aap Mujhe Achche Lagne Lage,2002,180,"Action, Drama, Romance",3.1,2366.0,Vikram Bhatt,Hrithik Roshan,Ameesha Patel,Kiran Kumar
Aap Se Pyar Hua,1978,128,Romance,5.839567609057182,5.839567609057182,P. Sharma,Rita Anchan,Satish Kaul,Sona
Aapas Ki Baat,1981,148,"Action, Romance",5.2,17.0,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
Aapko Pehle Bhi Kahin Dekha Hai,2003,145,"Action, Comedy, Drama",4.5,273.0,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
Aaplee Maanse,1992,128,Drama,6.4,12.0,Sanjay Soorkar,Prashant Damle,Mohan Joshi,Sudhir Joshi
Aarambh,1976,128,Drama,5.839567609057182,5.839567609057182,Gyan Kumar,Saira Banu,Kishore Namit Kapoor,Ravi Kumar
Aarohi,1982,128,Romance,5.839567609057182,5.839567609057182,Kishore Kapoor,Vipin Kapoor,Rakesh Pandey,Rama Vij
Aar-Paar,1954,146,"Musical, Romance, Thriller",6.6,250.0,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
Aarya,2007,157,"Action, Drama, Romance",4.6,191.0,Balasekaran,Bhavana,Madhavan,Prakash Raj
Aaryan Mera Naam,1988,128,Action,5.839567609057182,5.839567609057182,Ramya Krishnan,Mohanlal,Balan K. Nair,Gavin Packard
Aas Aur Pyaas,1983,128,Drama,5.839567609057182,5.839567609057182,K.C. Agarwal,Girish Karnad,Nutan,Rameshwari
Aas Ka Panchhi,1961,128,"Family, Drama",6.8,32.0,Mohan Kumar,Vyjayanthimala,Rajendra Kumar,Raj Mehra
Aashanka,1983,128,Drama,5.839567609057182,5.839567609057182,Hari Atma,Omi Kapoor,Suhaas Khandke,Meena Paliwal
Aashayein,2010,120,Drama,7.1,1259.0,Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
Aashiana,1986,128,Drama,2.6,11.0,Mahesh Bhatt,Amit Khanna,Mark Zubair,Deepti Naval
Aashik Aawara,1993,128,Drama,5.2,299.0,Umesh Mehra,Saif Ali Khan,Mamta Kulkarni,Mohnish Bahl
Aashiq,1962,150,Romance,6.7,64.0,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda
Aashiq Banaya Aapne: Love Takes Over,2005,115,"Drama, Romance, Thriller",4.3,1569.0,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
Aashique Mastane,1995,128,Comedy,6.2,13.0,Ajay Kashyap,Maya Alagh,Vikas Anand,Mohnish Bahl
Aashiqui,1990,152,"Musical, Drama, Romance",6.3,1661.0,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
Aashiqui 2,2013,132,"Drama, Music, Musical",7.0,27357.0,Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
Aashiqui.In,2011,109,"Drama, Romance",3.7,61.0,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
Aashmani Jawaharat,2014,132,Drama,6.1,10.0,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik
Aasma,2018,105,"Action, Crime, Drama",5.2,8.0,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
Aasmaan,1952,128,"Drama, Family",5.839567609057182,5.839567609057182,Dalsukh M. Pancholi,Nasir Khan,Shyama,Veena
Aasmaan Mahal,1965,172,Drama,5.5,6.0,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha
Aasmaan Se Gira,1992,88,"Adventure, Comedy, Romance",6.8,56.0,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
Aasra,1966,161,"Drama, Family",7.2,32.0,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
Aastha: In the Prison of Spring,1997,132,Drama,6.4,172.0,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
Aatank,1996,113,"Action, Thriller",3.9,99.0,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
Aatank Raj,1999,118,Action,5.839567609057182,5.839567609057182,R. Mittal,Mohan Joshi,Bharat Kapoor,Arshad Khan
Aathi,2006,167,"Action, Drama, Thriller",4.4,2166.0,Ramana,Joseph Vijay,Trisha Krishnan,Vivek
Aatish: Feel the Fire,1994,155,"Action, Crime, Drama",5.8,735.0,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
Aatma,2006,107,"Crime, Drama, Horror",4.2,79.0,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
Aavartan,2021,116,Musical,5.839567609057182,5.839567609057182,Durba Sahay,Sushma Seth,Shovana Narayan,Sunit Razdan
Aavida Maa Aavide,1998,153,"Comedy, Romance",6.4,170.0,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal
Aawaz,1956,146,Romance,5.1,7.0,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran
Aawaz De Kahan Hai,1990,128,"Drama, Romance",3.7,7.0,Sibte Hassan Rizvi,Bindu,Annu Kapoor,Satyendra Kapoor
Aaya Toofan,1964,128,"Action, Adventure, Fantasy",6.1,14.0,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen
Aaya Yauwan Jhoom Ke,1999,128,Drama,5.839567609057182,5.839567609057182,Papu Bahruz,Rajendra Gupta,Johnny Lever,Kirti Rawal
Aayaam,2021,128,Drama,5.839567609057182,5.839567609057182,Mihir Kumar Sharma,Deepak Singh,Deeksha Panth,Chirag Dave
Aayi Tere Yaad,1980,128,Drama,5.839567609057182,5.839567609057182,Krishna Naidu,Rajni Bala,Birbal,Meera
Aazaan,2011,125,"Action, Musical, Thriller",4.4,346.0,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar
Aazmayish,1995,147,"Action, Drama, Romance",5.0,35.0,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
Ab Ayega Mazaa,1984,128,Comedy,6.6,85.0,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
Ab Badla Main Loongi,1990,128,Action,5.839567609057182,5.839567609057182,Hemagini,Manik Irani,Salma Nazeem,Shafiqua
Ab Bolo Har Har Mahadev,2010,128,Drama,5.839567609057182,5.839567609057182,Anil Mehta,Rima N. Kapoor,Nirmal Pandey,Pushpraj Singh
Ab Dilli Dur Nahin,1957,133,Drama,7.6,80.0,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob
Ab Hoga Dharna Unlimited,2012,78,Comedy,4.0,6.0,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
Ab Ke Baras,2002,128,"Action, Romance, Thriller",3.3,198.0,Raj Kanwar,Arya Babbar,Amrita Rao,Ashutosh Rana
Ab Tak Chhappan,2004,129,"Action, Crime, Drama",7.8,8379.0,Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma
Ab To Aaja Saajan Mere,1994,127,"Drama, Romance",4.0,6.0,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
Ab Tumhare Hawale Watan Saathiyo,2004,193,"Action, Drama, War",4.6,1494.0,Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar
Ab... Bas!,2004,137,"Romance, Thriller",3.2,74.0,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi
Abe Hayat,1933,128,Drama,2.8,10.0,Krishna Gopal,Ali Athar,Bachan,Nazir
Abhay,1995,127,Fantasy,7.0,64.0,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani
Abhi Abhi,1992,128,Romance,5.839567609057182,5.839567609057182,Rajaram,Soorya,Rubaina Khan,Mohnish Bahl
Abhi To Main Jawaan Hoon,1989,128,Comedy,5.839567609057182,5.839567609057182,Amjad Khan,Bharat Bhushan,Kalpana Iyer,Shehzad Khan
Abhi toh party shuru hui hai,1987,128,Drama,5.839567609057182,5.839567609057182,Anubhav Sinha,Richa Chadha,Pankaj Tripathi,Shriya Pilgaonkar
Abhilasha,1968,141,"Drama, Romance",6.8,24.0,Amit Bose,Meena Kumari,Nanda,Sanjay Khan
Abhimaan,1957,128,"Drama, Family, Romance",7.1,10.0,Mahesh Kaul,Ameeta,Shekhar,Chand Usmani
Abhishap,1986,128,Drama,7.1,8.0,Biresh Chatterjee,Ranjit Mallick,Debashree Roy,Soumitra Bannerjee
Abhishapt,2011,128,Drama,7.0,6.0,Pankaj Prakash,Dilshad Patel,Vasundhara Das,Raj Vasudeva
Abodh,1984,132,Drama,5.8,109.0,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma
Abu Kaliya,1990,128,"Action, Crime, Mystery",5.839567609057182,5.839567609057182,C.K. Kader,Premnath Gulati,Majid Khan,Sudhir Pandey
Accident,1965,128,Thriller,5.839567609057182,5.839567609057182,Amarnath,Iqbal Mishra,Ranjan,Rashida
Accident on Hill Road,2010,105,"Crime, Drama, Thriller",4.0,284.0,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh
Achha Bura,1983,128,Drama,6.7,25.0,Hrishikesh Mukherjee,Amjad Khan,Ranjeet,Raj Babbar
Achhut,1940,140,Drama,5.839567609057182,5.839567609057182,Gohar,Motilal,Vasanti,Noor Mohammad Charlie
Achhut Kanya,1936,142,"Drama, Musical, Romance",6.5,114.0,Franz Osten,Devika Rani,Ashok Kumar,Monorama
Acid Factory,2009,108,"Action, Crime, Mystery",5.0,677.0,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee
Action,2019,158,"Action, Adventure, Thriller",4.5,858.0,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi
Action Jackson,2014,144,"Action, Crime, Thriller",3.3,3461.0,Prabhu Deva,Prabhas,Ajay Devgn,Sonakshi Sinha
Actor,1950,128,Comedy,5.839567609057182,5.839567609057182,Ranjibhai Arya,Ramola,Master Bhagwan,Indurani
Actress Kyon Bani,1939,128,Drama,5.839567609057182,5.839567609057182,G.R. Sethi,Padmadevi,Ashiq Hussain,P. Gaznavi
Ada... A Way of Life,2010,120,"Action, Crime, Drama",3.6,49.0,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy
Adaa,1951,128,Romance,5.839567609057182,5.839567609057182,Devendra Goel,Shekhar,Rehana,Gope
Adamkhor,1955,128,Action,5.839567609057182,5.839567609057182,Aakkoo,Habib,Kesari,Lalita Kumari
Adhikar,1954,126,"Comedy, Drama, Romance",6.7,13.0,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju
Adhura,1995,128,Drama,5.839567609057182,5.839567609057182,Ashish Balram Nagpal,Kitu Gidwani,Irrfan Khan,Ashish Balram Nagpal
Adhura Aadmi,1982,128,Action,5.839567609057182,5.839567609057182,Amjad Khan,Kalpana Iyer,Amjad Khan,Narendra Nath
Adhura Sapna,2007,88,Drama,4.7,11.0,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake
Adhure Khwaab,1992,128,Drama,5.839567609057182,5.839567609057182,Sarbjeet Dhaliwal,Sarbjeet Dhaliwal,Rick Khalsi,Monica
Adhuri Suhagraat,2000,128,Drama,5.839567609057182,5.839567609057182,Naresh Gupta,Mohnish Bahl,Rakesh Bedi,Amita Nangia
Adhurs,2010,150,"Action, Comedy, Thriller",6.8,2393.0,V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur
Adi Manav,1977,128,Action,5.839567609057182,5.839567609057182,N. Basavaraj,Kanaka Durga,Prabhakar,Mohan Rao
Adi Shankaracharya,1983,130,"Biography, Drama",7.3,240.0,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt
Adil-E-Jahangir,1955,150,Drama,5.0,8.0,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru
Adivasi Queen,1997,128,"Adventure, Drama, Mystery",5.839567609057182,5.839567609057182,Yvonne Lal,Mahendra Kumar,Roja,Bindu
Adiyug,1978,106,Drama,5.839567609057182,5.839567609057182,Tatineni Prasad,Saheen Aman,Ramesh Goyal,Mehndi Jamal
Adrishya,2017,106,"Drama, Family, Horror",3.3,102.0,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar
Adventure Kids Hindi Film,2019,120,Adventure,6.6,12.0,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar
Adventures of Aladdin,1978,151,Adventure,4.7,7.0,Homi Wadia,Nazneen,Jayshree T.,Raza Murad
Adventures of Ali-Baba and the Forty Thieves,1980,153,"Action, Adventure, Family",6.2,506.0,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini
Adventures of Robin Hood and Bandits,1965,128,Adventure,5.839567609057182,5.839567609057182,B.J. Patel,Parveen Choudhary,Shyam Kumar,Nilofer
Adventures of Tarzan,1985,135,"Action, Adventure, Comedy",4.6,140.0,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri
Ae Dil Hai Mushkil,2016,158,"Drama, Music, Musical",5.8,21661.0,Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma
Ae Kaash Ke Hum,2021,128,Romance,5.839567609057182,5.839567609057182,Vishal Mishra,Vivaan Shah,Priya Singh,Sophia Singh
Ae phansaa,2008,128,Comedy,5.839567609057182,5.839567609057182,B.H. Tharun Kumar,Aryeman Ramsay,Anuj Sawhney,Tara Sharma
Afghan: in Search of a Home,1987,128,Drama,5.839567609057182,5.839567609057182,Radhika Rao,Vinay Sapru,Aditya Seal,Adnan Sami
Africadalli Sheela,1986,134,"Adventure, Thriller",6.6,18.0,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish
Afsana Dilwalon Ka,2001,195,"Drama, Romance",3.6,1025.0,J. Om Prakash,Aashish Kaul,Juni,Rahul Roy
After the Last Lecture,1987,128,Romance,5.839567609057182,5.839567609057182,Chetan Singh,Hemwant Tiwari,Yashveer Choudhary,Rahul Sinha
After the Third Bell,2014,92,"Crime, Mystery",6.3,43.0,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora
Agam,1987,88,Drama,5.839567609057182,5.839567609057182,Sumit Mishra,Tara-Alisha Berry,Rahul Bagga,Ashmith Kunder
Agar... If,1977,128,Drama,6.4,27.0,Esmayeel Shroff,Amol Palekar,Zarina Wahab,Kader Khan
Agathiyar,1972,153,"Adventure, Comedy, Drama",6.6,30.0,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi
Agent 009,1980,128,Action,5.839567609057182,5.839567609057182,Bharat Kapoor,Padma Khanna,Vijendra Mittal,Rehana Sultan
Agent 123,1983,128,Thriller,5.839567609057182,5.839567609057182,Geethapriya,Baby Indira,Master Ram Krishna,Manjula
Agent 777,1988,128,Action,5.839567609057182,5.839567609057182,Satish Khurana,Raja Duggal,Pallavi Joshi,Vicky Kaushik
Agent Vinod,1977,139,"Action, Crime, Drama",5.7,84.0,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar
Aggar: Passion Betrayal Terror,2007,128,"Romance, Thriller",4.0,281.0,Ananth Narayan Mahadevan,Tusshar Kapoor,Udita Goswami,Shreyas Talpade
Agni IPS,1997,137,Action,7.8,33.0,Anand P. Raju,Saroja Devi B.,Saikumar,Ranjitha
Agni Jwala,2001,128,Action,5.839567609057182,5.839567609057182,Vijayakanth,Isha Koppikar,Rahul Dev,Ramya Krishnan
Agni Prem,1996,107,Action,5.839567609057182,5.839567609057182,Rukun,Tinnu Anand,Kishore Anand Bhanushali,Birbal
Agni Rekha,1973,128,Drama,7.3,9.0,Mahesh Kaul,Sanjeev Kumar,Sharada,Sajjan
Agnichakra,1997,123,Action,3.6,53.0,Ketan Anand,Amit Suryavanshi,Naseeruddin Shah,Govinda
Agnidaah,1985,128,Drama,5.839567609057182,5.839567609057182,Ravi Baswani,Neena Gupta,Anupam Kher,Karan Razdan
Agra,1987,128,Drama,5.839567609057182,5.839567609057182,Kanu Behl,Mohit Agarwal,Priyanka Bose,Vibha Chhibber
Agra Road,1957,128,"Comedy, Romance, Thriller",4.8,5.0,Ravindra Dave,Shakila,Vijay Anand,Nanda
Agyaat,2009,130,"Drama, Horror, Mystery",2.9,620.0,Ram Gopal Varma,Nithiin,Priyanka Kothari,Rasika Dugal
Ahaan,2019,81,"Comedy, Drama",7.2,213.0,Nikhil Pherwani,Arif Zakaria,Niharika Singh,Abuli Mamaji
Ahista Ahista,1981,141,"Musical, Romance",7.0,45.0,Esmayeel Shroff,Parveen Babi,Suresh Chatwal,Aruna Irani
Air Mail,1960,128,Drama,5.839567609057182,5.839567609057182,Poonam Kapoor,Ranjan Kapoor,Nazir Kashmiri,Moolchand
Aisa Yeh Jahaan,2015,120,Drama,6.6,52.0,Biswajeet Bora,Yashpal Sharma,Ira Dubey,Tinnu Anand
Aisaa Kyon,2003,128,Thriller,3.7,7.0,B.B. Singh,Ramesh Bhatkar,Sunil Dhawan,Avtar Gill
Aisha,2010,126,"Comedy, Drama, Romance",5.0,3953.0,Rajshree Ojha,Sonam Kapoor,Abhay Deol,Amrita Puri
Aisi Deewangi,2009,125,"Action, Comedy, Drama",4.1,7.0,Abdul Qayyoom Khan,Sarvar Ahuja,Preeti Arora,Pankaj Berry
Aiyaary,2018,157,"Action, Drama, Thriller",5.3,4167.0,Neeraj Pandey,Sidharth Malhotra,Manoj Bajpayee,Rakul Preet Singh
Aiyyaa,2012,152,"Comedy, Romance",4.4,1765.0,Sachin Kundalkar,Rani Mukerji,Prithviraj Sukumaran,Nirmiti Sawant
Ajab Singh Ki Gajab Kahani,2017,115,Drama,5.8,52.0,Rishi Prakash Mishra,Ajay Kumar Singh,Vikas Giri,Rajesh Jais
Ajeeb Aashiq,2016,70,Drama,5.839567609057182,5.839567609057182,Natasha Mendonca,Suman Sridhar,Jim Sarbh,Prem Mishra
Ajeeb Daastaans,2021,142,"Drama, Romance",6.7,4133.0,Neeraj Ghaywan,Kayoze Irani,Shashank Khaitan,Raj Mehta
Ajeeb Dastaan Hai Yeh,1992,128,Drama,4.7,11.0,J. Om Prakash,Vikas Anand,Neelima Azim,Rita Bhaduri
Aji Bas Shukriya,1958,128,"Comedy, Drama, Musical",6.1,11.0,Mohammed Hussain,Geeta Bali,Suresh,Johnny Walker
Ajji,2017,104,Drama,6.9,973.0,Devashish Makhija,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi
Ajnabi,1966,128,Thriller,5.839567609057182,5.839567609057182,Chandrashekhar,Mohan Choti,Iftekhar,Zeb Rehman
Ajnabi Saaya,1998,128,Horror,2.7,9.0,Prasun Banerjee,Kishore Anand Bhanushali,Sulabha Deshpande,Bharat Kapoor
Ajooba,1991,178,"Action, Adventure, Comedy",5.3,1214.0,Shashi Kapoor,Gennadiy Vasilev,Amitabh Bachchan,Dimple Kapadia
AK 47,2004,125,"Action, Thriller",5.0,39.0,Raam Shetty,Aditya,Sheetal Bavishi,Om Puri
Akaash Ganga,1990,128,Action,5.839567609057182,5.839567609057182,Mohammed Hanif,Shoma Anand,Anupam Kher,Roopesh Kumar
Akaash Vani,2013,149,"Drama, Romance",6.3,1857.0,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
Akad,2005,149,"Comedy, Drama, Family",5.839567609057182,5.839567609057182,Dinesh Chaudhary,Uttar Kumar,Megha Mehar,Dev Sharma
Akad 2,2018,151,Family,5.839567609057182,5.839567609057182,Dinesh Chaudhary,Usha Devi,Kavita Joshi,Uttar Kumar
Akarshan,1988,128,Romance,4.8,26.0,Tanvir Ahmed,Akbar Khan,Sonu Walia,Girish Karnad
Akash Pari,1958,128,Fantasy,5.839567609057182,5.839567609057182,Mohan Sinha,Kusum Pradhan,Ram Singh,Maruti
